Position,P0_A,P0_C,P0_G,P0_T,P0_Coverage,P0_Entropy,P5_A,P5_C,P5_G,P5_T,P5_Coverage,P5_Entropy,P7_A,P7_C,P7_G,P7_T,P7_Coverage,P7_Entropy,P10_A,P10_C,P10_G,P10_T,P10_Coverage,P10_Entropy,P15_A,P15_C,P15_G,P15_T,P15_Coverage,P15_Entropy,P18_A,P18_C,P18_G,P18_T,P18_Coverage,P18_Entropy,P20_A,P20_C,P20_G,P20_T,P20_Coverage,P20_Entropy,R2_P20_A,R2_P20_C,R2_P20_G,R2_P20_T,R2_P20_Coverage,R2_P20_Entropy,R3_P20_A,R3_P20_C,R3_P20_G,R3_P20_T,R3_P20_Coverage,R3_P20_Entropy,R4_P20_A,R4_P20_C,R4_P20_G,R4_P20_T,R4_P20_Coverage,R4_P20_Entropy,Group
6346,99.88,0.02,0.05,0.05,577690,0.02,99.91,0.02,0.03,0.05,705535,0.01,99.93,0.01,0.04,0.02,362535,0.01,99.9,0.01,0.06,0.03,393246,0.01,99.93,0.01,0.04,0.02,384109,0.01,99.92,0.02,0.03,0.03,439750,0.01,99.9,0.02,0.03,0.05,585980,0.01,99.91,0.02,0.03,0.05,676817,0.01,99.93,0.01,0.05,0.01,419370,0.01,99.89,0.02,0.04,0.05,647732,0.01,R1_Ribp_UVm
6347,99.85,0.06,0.03,0.06,576189,0.02,99.84,0.06,0.03,0.07,705284,0.02,99.94,0.01,0.02,0.02,362137,0.01,99.94,0.01,0.03,0.02,393331,0.01,99.95,0.01,0.02,0.02,383860,0.01,99.94,0.01,0.02,0.02,439667,0.01,99.84,0.06,0.03,0.07,585654,0.02,99.86,0.05,0.03,0.06,674846,0.02,99.95,0.01,0.02,0.02,415058,0.01,99.84,0.06,0.03,0.06,645877,0.02,R1_Ribp_UVm
6348,0.08,0.04,99.64,0.25,575010,0.04,0.08,0.04,99.7,0.18,705038,0.03,0.04,0.01,99.76,0.19,361847,0.03,0.04,0.01,99.75,0.2,393138,0.03,0.03,0.01,99.8,0.15,383520,0.02,0.03,0.01,99.81,0.15,439525,0.02,0.09,0.04,99.69,0.18,585365,0.03,0.08,0.04,99.71,0.18,672822,0.03,0.05,0.01,99.73,0.21,410673,0.03,0.1,0.03,99.63,0.24,643686,0.04,R1_Ribp_UVm
6349,0.08,0.04,99.66,0.22,572079,0.04,0.08,0.05,99.65,0.22,702909,0.04,0.04,0.01,99.75,0.2,359981,0.03,0.03,0.02,99.77,0.18,391879,0.03,0.04,0.01,99.8,0.15,382320,0.02,0.03,0.02,99.77,0.18,438281,0.03,0.08,0.04,99.7,0.18,583709,0.03,0.08,0.04,99.63,0.25,668608,0.04,0.05,0.01,99.65,0.29,404886,0.04,0.08,0.04,99.61,0.27,638927,0.04,R1_Ribp_UVm
6350,99.64,0.16,0.08,0.12,571947,0.04,99.67,0.16,0.06,0.12,702893,0.04,99.71,0.14,0.07,0.08,359870,0.03,99.72,0.15,0.07,0.06,391839,0.03,99.75,0.13,0.06,0.07,382329,0.03,99.73,0.14,0.06,0.07,438393,0.03,99.64,0.18,0.06,0.12,583710,0.04,99.66,0.18,0.05,0.11,668524,0.04,99.62,0.22,0.09,0.07,404483,0.04,99.58,0.22,0.07,0.13,638718,0.05,R1_Ribp_UVm
6351,0.1,0.03,99.45,0.42,571635,0.05,0.12,0.03,99.39,0.46,702703,0.06,0.07,0.02,99.38,0.53,359692,0.06,0.09,0.02,99.4,0.5,391650,0.06,0.07,0.02,99.46,0.46,382223,0.05,0.06,0.01,99.46,0.47,438354,0.05,0.12,0.03,99.44,0.4,583574,0.06,0.11,0.03,99.36,0.5,668241,0.06,0.1,0.02,99.13,0.75,404063,0.08,0.13,0.03,99.24,0.61,638328,0.07,R1_Ribp_UVm
6352,0.07,0.07,99.45,0.4,570941,0.05,0.1,0.07,99.41,0.43,702393,0.06,0.05,0.02,99.49,0.44,359356,0.05,0.05,0.02,99.49,0.44,391269,0.05,0.04,0.02,99.54,0.41,381980,0.05,0.04,0.04,99.54,0.38,438162,0.05,0.1,0.07,99.41,0.42,583211,0.06,0.08,0.09,99.39,0.44,667320,0.06,0.06,0.03,99.34,0.58,402726,0.06,0.1,0.09,99.32,0.5,637285,0.07,R1_Ribp_UVm
6353,99.58,0.27,0.05,0.09,567759,0.04,99.53,0.3,0.06,0.1,701333,0.05,99.62,0.27,0.06,0.06,358348,0.04,99.65,0.26,0.04,0.05,389911,0.04,99.65,0.25,0.04,0.05,381143,0.04,99.67,0.24,0.04,0.05,437532,0.04,99.55,0.3,0.05,0.1,581874,0.05,99.6,0.25,0.05,0.1,663934,0.04,99.49,0.39,0.06,0.06,398064,0.05,99.5,0.34,0.06,0.1,634043,0.05,R1_Ribp_UVm
6354,0.18,99.56,0.15,0.1,571277,0.05,0.2,99.62,0.09,0.1,703698,0.04,0.11,99.76,0.08,0.05,358916,0.03,0.13,99.73,0.1,0.04,391059,0.03,0.11,99.77,0.08,0.04,381951,0.03,0.11,99.78,0.07,0.04,440657,0.03,0.21,99.59,0.11,0.09,583871,0.04,0.2,99.62,0.09,0.09,666751,0.04,0.14,99.71,0.1,0.04,396821,0.03,0.23,99.57,0.11,0.09,637123,0.05,R1_Ribp_UVm
6355,0.18,99.6,0.13,0.09,569820,0.04,0.2,99.65,0.06,0.08,701482,0.04,0.12,99.71,0.11,0.06,357500,0.03,0.13,99.66,0.16,0.05,389886,0.04,0.11,99.73,0.1,0.06,380540,0.03,0.1,99.77,0.08,0.06,439248,0.03,0.21,99.63,0.08,0.08,582246,0.04,0.16,99.71,0.05,0.08,664265,0.03,0.15,99.68,0.12,0.05,393550,0.04,0.2,99.65,0.08,0.07,633972,0.04,R1_Ribp_UVm
6356,99.69,0.09,0.13,0.08,569879,0.03,99.69,0.1,0.13,0.07,701650,0.04,99.76,0.1,0.11,0.03,357527,0.03,99.71,0.12,0.14,0.03,389847,0.03,99.76,0.1,0.11,0.03,380466,0.03,99.77,0.1,0.1,0.04,439340,0.03,99.71,0.11,0.11,0.07,582262,0.03,99.73,0.09,0.11,0.08,664384,0.03,99.75,0.11,0.12,0.02,393512,0.03,99.68,0.11,0.14,0.07,634084,0.04,R1_Ribp_UVm
6357,0.1,0.02,99.72,0.16,571551,0.03,0.08,0.01,99.71,0.19,703344,0.03,0.05,0.01,99.79,0.15,358389,0.02,0.07,0.01,99.76,0.17,390429,0.03,0.06,0.01,99.77,0.16,380882,0.03,0.06,0.01,99.78,0.15,440223,0.03,0.09,0.01,99.71,0.19,583004,0.03,0.07,0.01,99.75,0.16,665357,0.03,0.05,0.01,99.79,0.15,393659,0.02,0.1,0.01,99.7,0.19,635366,0.03,R1_Ribp_UVm
6358,0.18,0.02,99.68,0.12,570604,0.03,0.13,0.02,99.74,0.11,702899,0.03,0.07,0.01,99.83,0.09,357968,0.02,0.09,0.02,99.8,0.09,389889,0.02,0.1,0.01,99.8,0.09,380444,0.02,0.09,0.02,99.81,0.09,439925,0.02,0.17,0.02,99.7,0.11,582556,0.03,0.13,0.02,99.75,0.1,664147,0.03,0.1,0.02,99.8,0.08,391622,0.02,0.15,0.02,99.72,0.11,633975,0.03,R1_Ribp_UVm
6359,0.14,0.02,99.7,0.13,565021,0.03,0.11,0.02,99.73,0.14,699331,0.03,0.11,0.02,99.75,0.12,354827,0.03,0.09,0.01,99.77,0.12,386884,0.03,0.08,0.01,99.8,0.11,378424,0.02,0.08,0.01,99.79,0.11,437930,0.02,0.13,0.02,99.72,0.13,579952,0.03,0.11,0.02,99.75,0.12,656894,0.03,0.11,0.02,99.72,0.15,381531,0.03,0.14,0.03,99.68,0.15,626159,0.04,R1_Ribp_UVm
6360,99.64,0.09,0.13,0.14,550503,0.04,99.67,0.1,0.07,0.15,685684,0.04,99.68,0.09,0.06,0.17,345755,0.04,99.69,0.09,0.09,0.13,376977,0.04,99.71,0.09,0.07,0.12,370931,0.03,99.67,0.1,0.09,0.14,429894,0.04,99.7,0.09,0.08,0.12,569563,0.03,99.68,0.09,0.08,0.15,637471,0.04,99.54,0.15,0.07,0.24,357987,0.05,99.58,0.11,0.09,0.21,604847,0.05,R1_Ribp_UVm
6361,0.18,0.18,0.02,99.62,535577,0.04,0.24,0.15,0.03,99.59,660388,0.04,0.26,0.12,0.03,99.59,330076,0.04,0.22,0.13,0.03,99.62,361876,0.04,0.21,0.11,0.02,99.65,357838,0.04,0.22,0.12,0.02,99.64,414061,0.04,0.22,0.15,0.02,99.61,553474,0.04,0.21,0.12,0.03,99.64,616219,0.04,0.31,0.11,0.03,99.54,334953,0.05,0.29,0.13,0.03,99.55,575526,0.05,R1_Ribp_UVm
6362,0.17,99.05,0.38,0.4,527684,0.09,0.23,99.01,0.47,0.29,648419,0.1,0.22,98.98,0.53,0.28,323636,0.1,0.22,98.88,0.59,0.3,354136,0.1,0.2,98.94,0.56,0.3,350848,0.1,0.2,99,0.51,0.3,406511,0.1,0.22,98.95,0.49,0.33,543186,0.1,0.21,98.13,0.47,1.19,606096,0.16,0.3,98.65,0.7,0.34,325262,0.12,0.26,98.89,0.56,0.3,564177,0.1,R1_Ribp_UVm
6363,0.23,0.56,0.07,99.14,517117,0.08,0.28,0.62,0.08,99.02,633784,0.09,0.27,0.63,0.03,99.08,316075,0.09,0.31,0.72,0.03,98.94,344516,0.1,0.26,0.66,0.02,99.06,342623,0.09,0.24,0.61,0.02,99.13,398313,0.08,0.3,0.7,0.07,98.93,530111,0.1,0.24,0.61,0.08,99.06,593338,0.09,0.38,0.95,0.03,98.64,313270,0.12,0.29,0.7,0.07,98.94,550050,0.1,R1_Ribp_UVm
6364,98.84,0.27,0.15,0.74,507977,0.11,98.6,0.35,0.13,0.92,619872,0.12,98.68,0.28,0.1,0.94,309620,0.12,98.44,0.35,0.14,1.08,335310,0.13,98.58,0.29,0.12,1.01,334134,0.12,98.74,0.25,0.13,0.89,389534,0.11,98.44,0.36,0.16,1.04,518040,0.14,98.74,0.29,0.12,0.84,581003,0.11,97.94,0.4,0.19,1.47,302769,0.17,98.49,0.35,0.14,1.01,538129,0.13,R1_Ribp_UVm
6365,99.72,0.03,0.2,0.06,311597,0.03,99.82,0.03,0.09,0.06,320271,0.02,99.88,0.02,0.07,0.02,163076,0.01,99.81,0.03,0.14,0.03,151716,0.02,99.85,0.02,0.1,0.03,168551,0.02,99.86,0.02,0.09,0.03,227620,0.02,99.77,0.04,0.14,0.06,250766,0.03,99.82,0.03,0.1,0.05,336416,0.02,99.77,0.05,0.14,0.05,81050,0.03,99.8,0.03,0.11,0.06,275163,0.02,R1_Ribp_UVm
6366,0.02,99.83,0.02,0.13,308203,0.02,0.02,99.9,0.02,0.06,315003,0.01,0.01,99.92,0.01,0.05,160318,0.01,0.01,99.89,0.02,0.07,148316,0.01,0.02,99.91,0.02,0.06,165434,0.01,0.02,99.91,0.01,0.06,224483,0.01,0.02,99.87,0.02,0.09,245759,0.02,0.02,99.9,0.02,0.06,331917,0.01,0.05,99.86,0.03,0.06,76791,0.02,0.02,99.89,0.02,0.08,270118,0.01,R1_Ribp_UVm
6367,0.04,99.54,0.01,0.4,308255,0.04,0.03,99.76,0.01,0.19,315047,0.03,0.04,99.79,0.01,0.16,160340,0.02,0.04,99.82,0.01,0.12,148327,0.02,0.03,99.78,0.01,0.17,165461,0.02,0.03,99.76,0.01,0.2,224488,0.03,0.03,99.71,0.01,0.25,245781,0.03,0.03,99.76,0.01,0.19,331971,0.03,0.03,99.83,0.02,0.12,76788,0.02,0.03,99.15,0.02,0.8,270144,0.07,R1_Ribp_UVm
6368,99.79,0.03,0.11,0.06,308288,0.02,99.88,0.02,0.04,0.06,315095,0.02,99.91,0.02,0.03,0.03,160352,0.01,99.85,0.03,0.09,0.04,148347,0.02,99.89,0.02,0.06,0.04,165494,0.01,99.87,0.02,0.07,0.03,224516,0.02,99.82,0.02,0.1,0.06,245802,0.02,99.87,0.02,0.06,0.05,332019,0.02,99.87,0.02,0.07,0.04,76800,0.02,99.84,0.02,0.07,0.06,270164,0.02,R1_Ribp_UVm
6369,99.69,0.06,0.17,0.08,308352,0.03,99.78,0.05,0.09,0.08,315180,0.03,99.83,0.04,0.1,0.03,160380,0.02,99.76,0.04,0.16,0.03,148358,0.03,99.75,0.04,0.18,0.03,165547,0.03,99.76,0.04,0.16,0.04,224586,0.03,99.65,0.05,0.21,0.08,245842,0.04,99.77,0.05,0.11,0.07,332098,0.03,99.78,0.05,0.14,0.04,76816,0.03,99.77,0.04,0.11,0.08,270211,0.03,R1_Ribp_UVm
6370,0.22,0.01,99.72,0.05,308423,0.03,0.06,0.01,99.89,0.05,315241,0.01,0.04,0,99.93,0.02,160393,0.01,0.09,0.01,99.88,0.02,148360,0.01,0.12,0,99.86,0.02,165587,0.02,0.14,0,99.82,0.03,224622,0.02,0.21,0.01,99.73,0.05,245882,0.03,0.06,0.01,99.9,0.04,332175,0.01,0.06,0.01,99.91,0.03,76818,0.01,0.08,0.01,99.86,0.05,270262,0.02,R1_Ribp_UVm
6371,0.03,0.24,0.02,99.72,308490,0.03,0.01,0.13,0.01,99.85,315314,0.02,0.02,0.15,0.01,99.82,160424,0.02,0.03,0.33,0.02,99.62,148379,0.04,0.03,0.12,0.03,99.83,165624,0.02,0.02,0.15,0.02,99.81,224671,0.02,0.02,0.16,0.02,99.8,245923,0.02,0.02,0.14,0.02,99.83,332253,0.02,0.02,0.15,0.02,99.81,76826,0.02,0.02,0.1,0.02,99.86,270322,0.02,R1_Ribp_UVm
6372,0.1,0.21,0.08,99.6,308550,0.04,0.09,0.16,0.08,99.67,315361,0.04,0.02,0.1,0.02,99.87,160439,0.02,0.02,0.14,0.03,99.82,148403,0.02,0.02,0.09,0.02,99.87,165639,0.02,0.01,0.11,0.02,99.85,224713,0.02,0.09,0.19,0.08,99.64,245954,0.04,0.08,0.14,0.09,99.7,332326,0.03,0.03,0.09,0.02,99.86,76839,0.02,0.08,0.15,0.08,99.69,270355,0.04,R1_Ribp_UVm
6373,0.27,0.01,99.65,0.07,308599,0.04,0.09,0.01,99.82,0.08,315429,0.02,0.08,0.01,99.87,0.04,160466,0.02,0.09,0.01,99.84,0.05,148425,0.02,0.15,0.01,99.78,0.06,165648,0.02,0.17,0.01,99.78,0.05,224766,0.03,0.14,0.01,99.77,0.07,245987,0.03,0.08,0.01,99.84,0.07,332387,0.02,0.15,0.01,99.79,0.05,76852,0.02,0.07,0.01,99.85,0.07,270393,0.02,R1_Ribp_UVm
6374,99.68,0.04,0.22,0.07,308702,0.04,99.83,0.03,0.08,0.05,315533,0.02,99.87,0.03,0.06,0.04,160514,0.02,99.78,0.03,0.15,0.03,148468,0.03,99.84,0.04,0.09,0.03,165710,0.02,99.83,0.03,0.1,0.04,224842,0.02,99.76,0.04,0.14,0.06,246043,0.03,99.83,0.03,0.1,0.05,332491,0.02,99.81,0.02,0.13,0.03,76883,0.02,99.8,0.03,0.11,0.06,270475,0.02,R1_Ribp_UVm
6375,99.63,0.02,0.29,0.05,308753,0.04,99.76,0.03,0.15,0.06,315620,0.03,99.84,0.03,0.1,0.02,160533,0.02,99.65,0.02,0.3,0.03,148496,0.04,99.78,0.03,0.17,0.03,165739,0.03,99.74,0.03,0.2,0.03,224911,0.03,99.64,0.03,0.26,0.07,246083,0.04,99.72,0.03,0.2,0.05,332578,0.03,99.68,0.03,0.25,0.04,76886,0.03,99.73,0.03,0.18,0.06,270521,0.03,R1_Ribp_UVm
6376,0.25,0.02,99.66,0.07,308811,0.04,0.05,0.01,99.88,0.06,315686,0.02,0.05,0.01,99.92,0.02,160561,0.01,0.07,0.01,99.89,0.04,148528,0.01,0.07,0.01,99.87,0.05,165771,0.02,0.07,0.01,99.88,0.05,224972,0.01,0.08,0.01,99.85,0.06,246120,0.02,0.11,0.01,99.83,0.05,332651,0.02,0.09,0.01,99.86,0.04,76898,0.02,0.06,0.01,99.86,0.06,270590,0.02,R1_Ribp_UVm
6377,0.14,0.05,99.67,0.14,308871,0.04,0.09,0.05,99.73,0.13,315750,0.03,0.05,0.01,99.91,0.04,160593,0.01,0.07,0.01,99.87,0.06,148552,0.02,0.06,0.01,99.89,0.05,165819,0.01,0.06,0.01,99.88,0.05,225036,0.01,0.11,0.05,99.7,0.15,246184,0.03,0.1,0.04,99.75,0.11,332743,0.03,0.08,0.01,99.85,0.06,76910,0.02,0.1,0.05,99.72,0.14,270647,0.03,R1_Ribp_UVm
6378,99.69,0.04,0.2,0.07,308983,0.03,99.75,0.05,0.13,0.08,315853,0.03,99.82,0.03,0.11,0.04,160640,0.02,99.7,0.03,0.21,0.05,148614,0.03,99.79,0.03,0.14,0.04,165856,0.02,99.81,0.02,0.12,0.04,225125,0.02,99.66,0.05,0.21,0.09,246253,0.04,99.77,0.04,0.12,0.06,332866,0.03,99.8,0.03,0.13,0.04,76935,0.02,99.76,0.04,0.13,0.07,270707,0.03,R1_Ribp_UVm
6379,99.64,0.04,0.28,0.05,309056,0.04,99.77,0.03,0.15,0.05,315923,0.03,99.82,0.02,0.13,0.03,160655,0.02,99.69,0.02,0.26,0.03,148642,0.03,99.8,0.03,0.15,0.03,165886,0.02,99.65,0.02,0.3,0.03,225180,0.04,99.59,0.04,0.32,0.05,246307,0.04,99.69,0.03,0.24,0.04,332955,0.03,99.72,0.02,0.22,0.04,76952,0.03,99.74,0.03,0.18,0.05,270755,0.03,R1_Ribp_UVm
6380,0.03,0.13,0.02,99.83,309118,0.02,0.01,0.03,0.02,99.94,315994,0.01,0.01,0.03,0.01,99.95,160668,0.01,0.01,0.09,0.01,99.88,148678,0.01,0.01,0.02,0.01,99.96,165926,0.01,0.01,0.04,0.01,99.94,225223,0.01,0.02,0.08,0.02,99.89,246353,0.01,0.01,0.05,0.01,99.93,333048,0.01,0.01,0.04,0.01,99.93,76970,0.01,0.01,0.06,0.02,99.92,270819,0.01,R1_Ribp_UVm
6381,0.09,0.01,99.86,0.05,309206,0.02,0.04,0.01,99.91,0.04,316079,0.01,0.03,0.01,99.93,0.03,160707,0.01,0.07,0.01,99.9,0.03,148712,0.01,0.06,0.01,99.9,0.03,165974,0.01,0.06,0,99.89,0.04,225288,0.01,0.08,0.02,99.86,0.05,246403,0.02,0.05,0.01,99.9,0.04,333162,0.01,0.09,0,99.87,0.04,76991,0.02,0.06,0.01,99.88,0.04,270871,0.01,R1_Ribp_UVm
6382,0.02,0.15,0.01,99.82,309306,0.02,0.01,0.1,0.01,99.88,316140,0.02,0.01,0.14,0.01,99.84,160738,0.02,0.02,0.41,0.01,99.56,148745,0.04,0.02,1.64,0.01,98.33,166021,0.12,0.01,3.2,0.01,96.77,225365,0.21,0.01,3.48,0.01,96.5,246481,0.22,0.01,0.11,0.01,99.87,333277,0.01,0.02,3.39,0.01,96.58,77020,0.22,0.02,0.12,0.02,99.85,270943,0.02,R1_Ribp_UVm
6383,99.79,0.03,0.12,0.07,309383,0.03,99.86,0.04,0.05,0.05,316190,0.02,99.9,0.03,0.05,0.03,160766,0.01,99.82,0.03,0.12,0.03,148785,0.02,99.86,0.04,0.06,0.04,166060,0.02,99.87,0.03,0.06,0.03,225401,0.02,99.82,0.04,0.1,0.04,246523,0.02,99.86,0.03,0.07,0.04,333366,0.02,99.83,0.05,0.09,0.03,77052,0.02,99.85,0.04,0.07,0.04,270978,0.02,R1_Ribp_UVm
6384,0.06,0.18,0.09,99.66,309442,0.04,0.05,0.16,0.09,99.7,316232,0.03,0.01,0.09,0.02,99.87,160791,0.02,0.02,0.1,0.02,99.86,148808,0.02,0.02,0.08,0.01,99.89,166108,0.01,0.02,0.08,0.02,99.88,225442,0.02,0.06,0.15,0.1,99.69,246559,0.03,0.05,0.13,0.09,99.73,333473,0.03,0.02,0.07,0.02,99.89,77066,0.01,0.05,0.13,0.1,99.72,271024,0.03,R1_Ribp_UVm
6385,0.13,0.02,99.79,0.07,309506,0.02,0.05,0.01,99.87,0.07,316302,0.02,0.05,0.01,99.9,0.04,160823,0.01,0.06,0.01,99.89,0.05,148842,0.01,0.07,0.02,99.86,0.05,166141,0.02,0.09,0.01,99.84,0.06,225500,0.02,0.09,0.01,99.83,0.07,246598,0.02,0.08,0.01,99.86,0.05,333530,0.02,0.07,0.01,99.88,0.04,77077,0.01,0.07,0.01,99.84,0.07,271070,0.02,R1_Ribp_UVm
6386,0.13,0.02,99.78,0.07,309584,0.02,0.05,0.01,99.88,0.06,316351,0.02,0.06,0.01,99.89,0.04,160843,0.01,0.07,0.01,99.88,0.04,148870,0.02,0.06,0.01,99.87,0.06,166175,0.02,0.06,0.01,99.87,0.05,225543,0.02,0.08,0.02,99.83,0.07,246642,0.02,0.07,0.01,99.87,0.05,333603,0.02,0.09,0.01,99.86,0.04,77086,0.02,0.07,0.02,99.86,0.06,271129,0.02,R1_Ribp_UVm
6387,99.6,0.07,0.23,0.1,309668,0.04,99.68,0.07,0.14,0.11,316418,0.04,99.85,0.02,0.08,0.05,160879,0.02,99.77,0.02,0.17,0.04,148894,0.03,99.79,0.02,0.14,0.05,166238,0.02,99.8,0.03,0.12,0.05,225626,0.02,99.6,0.08,0.22,0.1,246699,0.04,99.67,0.07,0.16,0.1,333693,0.04,99.79,0.02,0.14,0.05,77099,0.02,99.67,0.07,0.16,0.09,271190,0.04,R1_Ribp_UVm
6388,0.02,0.13,0.02,99.83,309761,0.02,0.01,0.08,0.02,99.89,316493,0.01,0.01,0.09,0.01,99.89,160904,0.01,0.02,0.09,0.01,99.88,148925,0.01,0.01,0.1,0.01,99.88,166300,0.01,0.02,0.09,0.01,99.88,225694,0.01,0.02,0.1,0.01,99.87,246766,0.02,0.01,0.06,0.01,99.92,333801,0.01,0.02,0.13,0.01,99.85,77129,0.02,0.01,0.14,0.01,99.84,271255,0.02,R1_Ribp_UVm
6389,99.66,0.08,0.2,0.06,309848,0.04,99.74,0.07,0.14,0.05,316558,0.03,99.93,0.01,0.04,0.02,160932,0.01,99.87,0.02,0.09,0.02,148953,0.02,99.91,0.02,0.05,0.02,166333,0.01,99.9,0.02,0.06,0.02,225758,0.01,99.69,0.08,0.16,0.06,246817,0.03,99.72,0.07,0.15,0.05,333920,0.03,99.86,0.02,0.09,0.03,77145,0.02,99.71,0.07,0.16,0.06,271312,0.03,R1_Ribp_UVm
6390,99.78,0.02,0.16,0.03,309939,0.02,99.87,0.02,0.08,0.03,316627,0.02,99.9,0.02,0.07,0.02,160958,0.01,99.85,0.01,0.11,0.03,148992,0.02,99.87,0.02,0.09,0.01,166391,0.02,99.84,0.02,0.11,0.02,225829,0.02,99.81,0.02,0.14,0.03,246860,0.02,99.86,0.02,0.09,0.03,334019,0.02,99.84,0.03,0.11,0.03,77174,0.02,99.84,0.02,0.11,0.03,271368,0.02,R1_Ribp_UVm
6391,99.71,0.02,0.25,0.02,310040,0.03,99.87,0.02,0.08,0.03,316719,0.02,99.9,0.01,0.06,0.03,160995,0.01,99.78,0.02,0.18,0.02,149042,0.02,99.86,0.02,0.1,0.02,166464,0.02,99.81,0.02,0.14,0.03,225887,0.02,99.77,0.03,0.17,0.03,246907,0.03,99.84,0.03,0.1,0.03,334130,0.02,99.19,0.02,0.77,0.02,77191,0.07,99.81,0.03,0.14,0.03,271452,0.02,R1_Ribp_UVm
6392,0.03,0.1,0.02,99.85,310157,0.02,0.02,0.05,0.01,99.91,316813,0.01,0.01,0.03,0,99.95,161042,0.01,0.02,0.08,0.01,99.89,149078,0.01,0.01,0.05,0.01,99.93,166507,0.01,0.02,0.06,0.01,99.91,225967,0.01,0.02,0.09,0.01,99.88,246957,0.02,0.02,0.06,0.01,99.91,334266,0.01,0.01,0.05,0.01,99.92,77206,0.01,0.03,0.05,0.02,99.9,271525,0.01,R1_Ribp_UVm
6393,99.69,0.05,0.2,0.06,309178,0.03,99.76,0.05,0.14,0.05,315888,0.03,99.9,0.02,0.06,0.02,161087,0.01,99.86,0.02,0.1,0.02,149101,0.02,99.91,0.02,0.05,0.01,166533,0.01,99.89,0.02,0.07,0.02,226007,0.01,99.7,0.07,0.17,0.06,246198,0.03,99.74,0.05,0.15,0.06,333315,0.03,99.89,0.02,0.08,0.02,77212,0.01,99.74,0.05,0.16,0.05,270695,0.03,R1_Ribp_UVm
6394,0.01,99.7,0.02,0.27,310239,0.03,0.01,99.87,0.01,0.11,316829,0.02,0.01,99.9,0.01,0.08,161132,0.01,0.01,99.81,0.01,0.17,149157,0.02,0.01,99.72,0,0.27,166584,0.03,0.01,99.74,0.01,0.24,226090,0.03,0.02,99.73,0.01,0.24,246980,0.03,0.01,99.78,0.01,0.19,334378,0.02,0.01,99.83,0.01,0.16,77247,0.02,0.01,99.72,0.02,0.25,271548,0.03,R1_Ribp_UVm
6395,0.18,0.04,99.6,0.19,310427,0.04,0.13,0.04,99.64,0.19,316984,0.04,0.07,0.01,99.86,0.06,161186,0.02,0.1,0.01,99.82,0.08,149210,0.02,0.08,0.01,99.81,0.09,166635,0.02,0.08,0.01,99.84,0.07,226179,0.02,0.16,0.04,99.62,0.18,247087,0.04,0.14,0.04,99.66,0.16,334544,0.04,0.09,0.01,99.84,0.06,77275,0.02,0.15,0.04,99.62,0.19,271662,0.04,R1_Ribp_UVm
6396,0.08,0.01,99.86,0.05,310623,0.02,0.06,0.01,99.87,0.05,317141,0.02,0.05,0.01,99.91,0.03,161249,0.01,0.09,0.01,99.88,0.03,149271,0.01,0.05,0,99.91,0.03,166714,0.01,0.07,0.01,99.9,0.03,226289,0.01,0.07,0.01,99.85,0.06,247230,0.02,0.07,0.01,99.88,0.05,334789,0.02,0.07,0.01,99.89,0.04,77324,0.01,0.07,0.02,99.86,0.06,271839,0.02,R1_Ribp_UVm
6397,0.06,0.26,0.07,99.62,310756,0.04,0.06,0.22,0.07,99.65,317268,0.04,0.06,0.21,0.07,99.66,161308,0.04,0.06,0.2,0.05,99.69,149301,0.03,0.07,0.16,0.06,99.72,166777,0.03,0.07,0.34,0.07,99.52,226364,0.05,0.06,0.4,0.05,99.49,247299,0.05,0.05,0.17,0.05,99.72,334932,0.03,0.06,0.24,0.06,99.63,77353,0.04,0.05,0.15,0.06,99.74,271940,0.03,R1_Ribp_UVm
6398,0.02,0.19,0.04,99.74,310864,0.03,0.02,0.1,0.03,99.85,317353,0.02,0.02,0.06,0.02,99.9,161358,0.01,0.01,0.16,0.03,99.8,149341,0.02,0.02,0.1,0.03,99.85,166820,0.02,0.02,0.11,0.03,99.84,226426,0.02,0.02,0.16,0.03,99.8,247339,0.02,0.02,0.11,0.03,99.85,335044,0.02,0.02,0.09,0.03,99.86,77378,0.02,0.01,0.11,0.03,99.84,272007,0.02,R1_Ribp_UVm
6399,0.02,0.18,0.03,99.77,310938,0.03,0.02,0.08,0.02,99.88,317423,0.02,0.01,0.05,0.02,99.92,161397,0.01,0.01,0.13,0.02,99.85,149355,0.02,0.01,0.08,0.02,99.9,166871,0.01,0.01,0.08,0.02,99.89,226472,0.01,0.02,0.12,0.03,99.84,247390,0.02,0.01,0.09,0.03,99.87,335144,0.02,0.01,0.1,0.03,99.86,77402,0.02,0.02,0.09,0.03,99.86,272058,0.02,R1_Ribp_UVm
6400,0.18,0.06,99.66,0.1,311073,0.04,0.13,0.07,99.71,0.09,317501,0.03,0.08,0.01,99.86,0.04,161433,0.02,0.08,0.01,99.84,0.06,149395,0.02,0.09,0.02,99.84,0.05,166911,0.02,0.09,0.02,99.83,0.07,226538,0.02,0.15,0.08,99.66,0.12,247447,0.04,0.16,0.07,99.68,0.1,335242,0.04,0.07,0.02,99.87,0.05,77431,0.02,0.13,0.07,99.7,0.1,272135,0.03,R1_Ribp_UVm
