Position,P0_A,P0_C,P0_G,P0_T,P0_Coverage,P0_Entropy,P5_A,P5_C,P5_G,P5_T,P5_Coverage,P5_Entropy,P7_A,P7_C,P7_G,P7_T,P7_Coverage,P7_Entropy,P10_A,P10_C,P10_G,P10_T,P10_Coverage,P10_Entropy,P15_A,P15_C,P15_G,P15_T,P15_Coverage,P15_Entropy,P18_A,P18_C,P18_G,P18_T,P18_Coverage,P18_Entropy,P20_A,P20_C,P20_G,P20_T,P20_Coverage,P20_Entropy,R2_P20_A,R2_P20_C,R2_P20_G,R2_P20_T,R2_P20_Coverage,R2_P20_Entropy,R3_P20_A,R3_P20_C,R3_P20_G,R3_P20_T,R3_P20_Coverage,R3_P20_Entropy,R4_P20_A,R4_P20_C,R4_P20_G,R4_P20_T,R4_P20_Coverage,R4_P20_Entropy,Group
5174,0.26,0.04,99.62,0.08,56510,0.04,0.14,0.04,99.77,0.05,91473,0.03,0.12,0.05,99.77,0.06,68674,0.03,0.11,0.01,99.83,0.05,42619,0.02,0.16,0.04,99.72,0.08,49157,0.03,0.14,0.04,99.76,0.05,56152,0.03,0.15,0.06,99.71,0.08,54257,0.03,0.08,0.01,99.88,0.03,56571,0.01,0.19,0.04,99.71,0.06,56860,0.03,0.11,0.02,99.85,0.03,25905,0.02,R1_Ribp_UVp
5175,99.58,0.07,0.27,0.09,55006,0.05,99.59,0.07,0.28,0.06,88967,0.04,99.67,0.05,0.22,0.05,66981,0.04,99.7,0.03,0.22,0.05,41636,0.03,99.72,0.05,0.18,0.05,47985,0.03,99.71,0.06,0.17,0.06,54864,0.03,99.61,0.05,0.27,0.07,52892,0.04,99.76,0.01,0.19,0.03,55196,0.03,99.71,0.03,0.18,0.08,55396,0.03,99.73,0.01,0.18,0.08,25304,0.03,R1_Ribp_UVp
5176,0.32,0.04,99.6,0.04,53580,0.04,0.13,0.05,99.79,0.04,86507,0.02,0.15,0.04,99.77,0.05,65213,0.03,0.1,0.02,99.86,0.02,40736,0.02,0.12,0.04,99.78,0.06,46667,0.03,0.15,0.03,99.76,0.05,53575,0.03,0.16,0.04,99.77,0.04,51572,0.03,0.08,0.01,99.9,0.01,53867,0.01,0.12,0.05,99.78,0.06,53912,0.03,0.08,0.02,99.88,0.02,24593,0.01,R1_Ribp_UVp
5177,0.13,0.19,0.12,99.56,51935,0.05,0.15,0.18,0.16,99.51,83999,0.05,0.11,0.14,0.09,99.66,63494,0.04,0.07,0.08,0.07,99.78,39651,0.03,0.11,0.13,0.08,99.68,45399,0.04,0.15,0.14,0.09,99.62,52216,0.04,0.11,0.17,0.09,99.63,50066,0.04,0.06,0.08,0.06,99.81,52366,0.02,0.14,0.15,0.1,99.61,52468,0.04,0.03,0.09,0,99.87,23907,0.01,R1_Ribp_UVp
5178,99.75,0.04,0.16,0.05,50051,0.03,99.81,0.04,0.12,0.04,81097,0.02,99.8,0.03,0.14,0.03,61546,0.02,99.81,0.03,0.13,0.03,38462,0.02,99.83,0.04,0.11,0.02,44043,0.02,99.82,0.03,0.11,0.04,50772,0.02,99.78,0.04,0.15,0.03,48550,0.03,99.89,0.01,0.09,0.02,50839,0.01,99.82,0.03,0.11,0.05,50801,0.02,99.84,0.03,0.1,0.03,23130,0.02,R1_Ribp_UVp
5179,0.12,99.51,0.06,0.31,48565,0.05,0.12,99.74,0.06,0.08,78724,0.03,0.13,99.71,0.05,0.1,59783,0.03,0.07,99.82,0.02,0.08,37471,0.02,0.14,99.67,0.07,0.12,42873,0.04,0.15,99.73,0.06,0.06,49519,0.03,0.15,99.72,0.05,0.08,47230,0.03,0.04,99.89,0.02,0.05,49401,0.01,0.17,99.71,0.05,0.07,49503,0.03,0.07,99.83,0.01,0.1,22522,0.02,R1_Ribp_UVp
5180,0.1,0.23,0.09,99.58,47309,0.05,0.1,0.14,0.08,99.69,76691,0.04,0.08,0.16,0.07,99.68,58342,0.04,0.06,0.17,0.05,99.72,36687,0.03,0.07,0.14,0.05,99.74,41874,0.03,0.09,0.18,0.07,99.66,48536,0.04,0.13,0.18,0.09,99.59,46107,0.04,0.04,0.11,0.04,99.81,48282,0.02,0.1,0.15,0.07,99.68,48250,0.04,0.02,0.13,0.05,99.8,21967,0.02,R1_Ribp_UVp
5181,0.15,0.05,99.77,0.04,46070,0.03,0.11,0.04,99.8,0.05,74558,0.02,0.13,0.04,99.81,0.02,56964,0.02,0.15,0.01,99.8,0.04,35824,0.02,0.13,0.04,99.79,0.03,40898,0.02,0.16,0.05,99.75,0.04,47491,0.03,0.14,0.04,99.8,0.03,44962,0.02,0.08,0.01,99.9,0.01,47035,0.01,0.17,0.03,99.75,0.05,47191,0.03,0.13,0.02,99.82,0.03,21381,0.02,R1_Ribp_UVp
5182,0.11,0.22,0.04,99.63,44739,0.04,0.1,0.12,0.06,99.72,72554,0.03,0.12,0.14,0.06,99.68,55419,0.04,0.04,0.1,0.05,99.81,34923,0.02,0.09,0.12,0.06,99.72,39693,0.03,0.11,0.14,0.08,99.67,46224,0.04,0.11,0.2,0.07,99.62,43669,0.04,0.08,0.07,0.05,99.8,45761,0.02,0.14,0.15,0.08,99.64,45871,0.04,0.1,0.08,0.04,99.78,20791,0.03,R1_Ribp_UVp
5183,99.72,0.04,0.19,0.05,43612,0.03,99.85,0.03,0.09,0.03,70811,0.02,99.79,0.05,0.12,0.04,54188,0.02,99.86,0.03,0.11,0.01,34164,0.02,99.81,0.05,0.12,0.03,38902,0.02,99.81,0.03,0.13,0.03,45296,0.02,99.8,0.05,0.12,0.03,42710,0.02,99.91,0.02,0.06,0.01,44797,0.01,99.84,0.04,0.08,0.04,44866,0.02,99.88,0.01,0.09,0.02,20375,0.01,R1_Ribp_UVp
5184,99.71,0.05,0.18,0.06,42355,0.03,99.78,0.05,0.12,0.04,68747,0.03,99.75,0.05,0.15,0.05,52739,0.03,99.81,0.03,0.15,0.01,33212,0.02,99.8,0.05,0.12,0.04,37827,0.02,99.76,0.04,0.15,0.05,44146,0.03,99.41,0.07,0.46,0.06,41541,0.06,99.84,0.02,0.13,0.02,43710,0.02,99.77,0.04,0.14,0.04,43643,0.03,99.88,0.01,0.1,0.01,19840,0.01,R1_Ribp_UVp
5185,99.48,0.05,0.4,0.07,41089,0.05,99.7,0.05,0.19,0.05,66915,0.03,99.6,0.04,0.31,0.05,51484,0.04,99.62,0.01,0.37,0.01,32355,0.04,99.71,0.04,0.22,0.03,36989,0.03,99.72,0.04,0.2,0.04,43235,0.03,99.64,0.06,0.25,0.05,40556,0.04,99.74,0.02,0.22,0.03,42674,0.03,99.63,0.07,0.25,0.06,42722,0.04,99.74,0,0.25,0.01,19390,0.03,R1_Ribp_UVp
5186,0.16,0.03,99.76,0.04,40253,0.03,0.12,0.03,99.8,0.06,65550,0.02,0.12,0.04,99.78,0.07,50357,0.03,0.1,0.01,99.87,0.02,31709,0.02,0.11,0.04,99.81,0.04,36166,0.02,0.13,0.04,99.76,0.06,42401,0.03,0.11,0.03,99.82,0.05,39730,0.02,0.07,0.01,99.9,0.02,41819,0.01,0.13,0.05,99.76,0.07,41824,0.03,0.09,0.02,99.88,0.01,18981,0.01,R1_Ribp_UVp
5187,99.68,0.04,0.23,0.04,39288,0.03,99.8,0.04,0.11,0.05,63969,0.02,99.71,0.06,0.19,0.05,49172,0.03,99.78,0.01,0.2,0.02,31000,0.02,99.81,0.04,0.12,0.04,35391,0.02,99.79,0.04,0.13,0.04,41469,0.02,99.74,0.04,0.17,0.04,38795,0.03,99.89,0.02,0.08,0.01,40947,0.01,99.79,0.04,0.13,0.04,40761,0.02,99.9,0.02,0.06,0.02,18594,0.01,R1_Ribp_UVp
5188,99.54,0.04,0.35,0.07,38545,0.05,99.75,0.03,0.19,0.04,62970,0.03,99.77,0.04,0.17,0.03,48338,0.03,99.73,0.04,0.21,0.02,30476,0.03,99.72,0.03,0.2,0.06,34786,0.03,99.76,0.04,0.15,0.04,40791,0.03,99.7,0.03,0.24,0.04,38161,0.03,99.77,0.02,0.2,0.01,40290,0.03,99.74,0.04,0.2,0.02,40014,0.03,99.79,0.01,0.17,0.03,18303,0.02,R1_Ribp_UVp
5189,99.58,0.06,0.33,0.03,37720,0.04,99.75,0.05,0.17,0.03,61533,0.03,99.75,0.05,0.17,0.03,47311,0.03,99.72,0.02,0.25,0.01,29888,0.03,99.8,0.04,0.14,0.03,33989,0.02,99.74,0.03,0.18,0.05,39929,0.03,99.72,0.05,0.2,0.03,37260,0.03,99.86,0.01,0.11,0.02,39468,0.02,99.79,0.03,0.15,0.03,39092,0.02,99.8,0.02,0.16,0.01,17935,0.02,R1_Ribp_UVp
5190,99.58,0.04,0.28,0.09,36900,0.04,99.71,0.05,0.2,0.05,60288,0.03,99.71,0.03,0.22,0.03,46402,0.03,99.71,0,0.26,0.03,29361,0.03,99.77,0.04,0.18,0.02,33288,0.03,99.76,0.04,0.16,0.05,39256,0.03,99.7,0.05,0.2,0.05,36522,0.03,99.83,0.02,0.14,0.02,38776,0.02,99.74,0.04,0.15,0.06,38353,0.03,99.82,0,0.18,0.01,17617,0.02,R1_Ribp_UVp
5191,0.37,0.04,99.5,0.09,36129,0.05,0.13,0.05,99.72,0.09,59054,0.03,0.17,0.04,99.74,0.05,45549,0.03,0.14,0.01,99.81,0.04,28771,0.02,0.09,0.02,99.82,0.07,32623,0.02,0.1,0.03,99.83,0.05,38540,0.02,0.13,0.02,99.8,0.05,35767,0.02,0.09,0.01,99.87,0.03,37952,0.02,0.15,0.03,99.76,0.05,37565,0.03,0.06,0.01,99.91,0.03,17315,0.01,R1_Ribp_UVp
5192,0.15,0.04,99.73,0.09,35369,0.03,0.11,0.04,99.76,0.09,57861,0.03,0.1,0.06,99.78,0.06,44665,0.03,0.07,0.01,99.87,0.05,28185,0.02,0.14,0.02,99.77,0.07,31942,0.03,0.09,0.04,99.8,0.07,37776,0.02,0.13,0.04,99.78,0.05,35048,0.03,0.07,0,99.89,0.03,37157,0.01,0.12,0.04,99.79,0.04,36720,0.02,0.05,0.01,99.92,0.02,16973,0.01,R1_Ribp_UVp
5193,0.14,0.04,99.73,0.09,34485,0.03,0.15,0.07,99.71,0.08,56477,0.03,0.12,0.05,99.76,0.07,43705,0.03,0.13,0.02,99.82,0.04,27560,0.02,0.12,0.03,99.81,0.05,31155,0.02,0.14,0.04,99.77,0.05,37004,0.03,0.14,0.06,99.71,0.08,34249,0.03,0.07,0.01,99.89,0.03,36358,0.01,0.18,0.03,99.73,0.06,35891,0.03,0.13,0.01,99.82,0.04,16556,0.02,R1_Ribp_UVp
5194,0.32,0.02,99.63,0.04,33466,0.04,0.12,0.05,99.8,0.03,54839,0.02,0.16,0.04,99.77,0.03,42489,0.03,0.07,0,99.91,0.01,26820,0.01,0.13,0.03,99.81,0.04,30348,0.02,0.13,0.04,99.77,0.06,36029,0.03,0.14,0.05,99.79,0.02,33297,0.02,0.08,0.01,99.89,0.03,35359,0.01,0.11,0.03,99.83,0.03,34872,0.02,0.03,0.01,99.95,0.01,16077,0.01,R1_Ribp_UVp
5195,0.16,0.26,0.11,99.47,32593,0.06,0.12,0.21,0.15,99.52,53431,0.05,0.13,0.18,0.13,99.56,41442,0.05,0.09,0.15,0.11,99.64,26185,0.04,0.09,0.15,0.09,99.67,29586,0.04,0.14,0.18,0.1,99.58,35085,0.05,0.15,0.17,0.09,99.59,32418,0.04,0.06,0.12,0.05,99.77,34393,0.03,0.16,0.14,0.06,99.64,33997,0.04,0.04,0.08,0.04,99.84,15701,0.02,R1_Ribp_UVp
5196,0.18,0.03,99.73,0.06,31844,0.03,0.15,0.04,99.74,0.07,52211,0.03,0.14,0.05,99.77,0.04,40483,0.03,0.12,0.01,99.83,0.04,25629,0.02,0.16,0.05,99.75,0.04,28992,0.03,0.13,0.04,99.78,0.05,34382,0.03,0.2,0.04,99.69,0.06,31646,0.03,0.14,0.01,99.81,0.04,33567,0.02,0.17,0.07,99.7,0.06,33213,0.03,0.11,0.03,99.83,0.03,15406,0.02,R1_Ribp_UVp
5197,0.2,0.04,99.69,0.07,30869,0.03,0.12,0.05,99.75,0.07,50461,0.03,0.14,0.05,99.75,0.06,39205,0.03,0.1,0.02,99.83,0.04,24803,0.02,0.12,0.02,99.76,0.1,28110,0.03,0.15,0.05,99.69,0.11,33317,0.03,0.15,0.05,99.68,0.12,30597,0.04,0.08,0.02,99.87,0.03,32469,0.02,0.14,0.07,99.73,0.06,32049,0.03,0.03,0.02,99.91,0.04,14897,0.01,R1_Ribp_UVp
5198,0.12,99.35,0.07,0.45,30293,0.06,0.09,99.76,0.03,0.12,49333,0.03,0.1,99.78,0.03,0.09,38321,0.03,0.03,99.83,0.01,0.13,24265,0.02,0.13,99.74,0.03,0.11,27438,0.03,0.11,99.76,0.04,0.09,32662,0.03,0.13,99.74,0.04,0.09,29902,0.03,0.05,99.89,0.01,0.05,31751,0.01,0.11,99.77,0.04,0.08,31216,0.03,0.05,99.92,0.01,0.01,14593,0.01,R1_Ribp_UVp
5199,0.09,0.14,0.03,99.73,29570,0.03,0.04,0.12,0.05,99.79,48223,0.02,0.06,0.13,0.05,99.77,37572,0.03,0.03,0.15,0.03,99.79,23722,0.02,0.05,0.13,0.03,99.79,26924,0.02,0.06,0.13,0.09,99.73,32046,0.03,0.11,0.14,0.04,99.71,29314,0.03,0.04,0.07,0.02,99.86,30979,0.02,0.07,0.12,0.05,99.76,30591,0.03,0.03,0.17,0.04,99.76,14329,0.03,R1_Ribp_UVp
5200,0.34,0.05,99.55,0.05,28310,0.05,0.15,0.03,99.77,0.06,46240,0.03,0.19,0.05,99.7,0.06,36183,0.03,0.08,0.02,99.87,0.03,22831,0.02,0.18,0.04,99.73,0.05,25960,0.03,0.15,0.06,99.72,0.07,30908,0.03,0.17,0.05,99.74,0.05,28184,0.03,0.12,0.01,99.84,0.03,29790,0.02,0.17,0.04,99.72,0.06,29523,0.03,0.1,0,99.88,0.02,13867,0.01,R1_Ribp_UVp
5201,0.34,0.03,99.59,0.05,27773,0.04,0.13,0.04,99.78,0.05,45436,0.03,0.15,0.04,99.77,0.05,35444,0.03,0.07,0.04,99.86,0.04,22350,0.02,0.09,0.04,99.85,0.02,25400,0.02,0.1,0.04,99.83,0.03,30383,0.02,0.18,0.04,99.73,0.04,27573,0.03,0.05,0.01,99.91,0.03,29238,0.01,0.16,0.03,99.76,0.05,28918,0.03,0.04,0.01,99.92,0.03,13594,0.01,R1_Ribp_UVp
5202,0.07,0.31,0.04,99.57,26959,0.04,0.09,0.19,0.04,99.68,44067,0.04,0.06,0.19,0.07,99.68,34363,0.04,0.07,0.23,0.01,99.69,21768,0.03,0.07,0.22,0.07,99.64,24662,0.04,0.08,0.2,0.08,99.64,29517,0.04,0.12,0.25,0.07,99.57,26750,0.05,0.04,0.12,0.06,99.78,28447,0.03,0.1,0.18,0.07,99.65,27982,0.04,0.03,0.67,0.02,99.29,13190,0.06,R1_Ribp_UVp
5203,0.12,0.32,0.03,99.53,25904,0.05,0.05,0.13,0.06,99.76,42439,0.03,0.1,0.13,0.06,99.71,33281,0.03,0.06,0.19,0.03,99.72,20953,0.03,0.06,0.16,0.04,99.74,23916,0.03,0.09,0.16,0.06,99.69,28660,0.03,0.1,0.2,0.06,99.64,25917,0.04,0.03,0.16,0.01,99.8,27488,0.02,0.06,0.19,0.08,99.67,27152,0.04,0.04,0.08,0.01,99.87,12794,0.02,R1_Ribp_UVp
5204,0.18,99.2,0.08,0.54,25220,0.08,0.13,99.72,0.06,0.08,41302,0.03,0.14,99.69,0.06,0.11,32450,0.03,0.07,99.86,0.02,0.05,20383,0.02,0.19,99.69,0.04,0.07,23270,0.03,0.13,99.77,0.04,0.06,27947,0.03,0.14,99.69,0.06,0.1,25196,0.03,0.03,99.88,0.02,0.07,26730,0.02,0.17,99.69,0.06,0.08,26418,0.03,0.04,99.86,0,0.1,12444,0.02,R1_Ribp_UVp
5205,0.11,99.7,0.07,0.12,24837,0.03,0.13,99.72,0.05,0.1,40589,0.03,0.13,99.71,0.06,0.1,31921,0.03,0.05,99.84,0.03,0.07,20025,0.02,0.11,99.75,0.05,0.1,22822,0.03,0.12,99.71,0.05,0.12,27475,0.03,0.17,99.66,0.05,0.11,24722,0.04,0.07,99.87,0.01,0.05,26314,0.02,0.17,99.64,0.07,0.12,25896,0.04,0.06,99.85,0.02,0.07,12213,0.02,R1_Ribp_UVp
5206,99.68,0.03,0.23,0.07,24424,0.04,99.73,0.05,0.18,0.04,39884,0.03,99.75,0.04,0.16,0.05,31428,0.03,99.66,0.01,0.31,0.02,19726,0.03,99.77,0.03,0.13,0.06,22445,0.03,99.8,0.03,0.11,0.05,27094,0.02,99.78,0.05,0.15,0.02,24250,0.03,99.85,0.02,0.11,0.02,25908,0.02,99.78,0.05,0.12,0.05,25488,0.03,99.73,0.01,0.21,0.05,11995,0.03,R1_Ribp_UVp
5207,0.23,0.02,99.69,0.06,23730,0.03,0.1,0.02,99.8,0.07,38803,0.02,0.15,0.03,99.75,0.08,30587,0.03,0.15,0,99.81,0.04,19138,0.02,0.08,0.04,99.81,0.07,21781,0.02,0.1,0.02,99.82,0.06,26381,0.02,0.14,0.05,99.72,0.1,23568,0.03,0.07,0,99.91,0.02,25135,0.01,0.11,0.04,99.8,0.05,24769,0.02,0.03,0.02,99.91,0.04,11660,0.01,R1_Ribp_UVp
5208,99.46,0.12,0.32,0.1,22834,0.06,99.73,0.06,0.17,0.04,37383,0.03,99.7,0.05,0.23,0.02,29627,0.03,99.6,0.03,0.37,0.01,18487,0.04,99.7,0.07,0.17,0.06,21120,0.03,99.72,0.05,0.19,0.04,25561,0.03,99.69,0.03,0.22,0.07,22827,0.03,99.8,0.04,0.14,0.02,24227,0.02,99.73,0.07,0.16,0.03,24031,0.03,99.83,0.02,0.15,0,11367,0.02,R1_Ribp_UVp
5209,0.42,0.04,99.45,0.09,22233,0.05,0.14,0.04,99.75,0.07,36491,0.03,0.13,0.04,99.77,0.06,28988,0.03,0.11,0.02,99.83,0.04,18048,0.02,0.18,0.06,99.68,0.08,20629,0.04,0.15,0.03,99.75,0.07,24997,0.03,0.16,0.04,99.71,0.09,22286,0.03,0.12,0.01,99.84,0.03,23631,0.02,0.17,0.04,99.72,0.06,23494,0.03,0.04,0,99.93,0.04,11127,0.01,R1_Ribp_UVp
5210,0.99,0.05,98.9,0.06,21373,0.09,0.13,0.05,99.78,0.04,35161,0.03,0.11,0.05,99.79,0.05,28021,0.02,0.06,0.01,99.9,0.02,17413,0.01,0.12,0.04,99.81,0.04,19987,0.02,0.12,0.04,99.81,0.03,24219,0.02,0.12,0.05,99.78,0.05,21538,0.03,0.14,0.02,99.83,0.01,22892,0.02,0.15,0.04,99.75,0.05,22687,0.03,0.1,0.02,99.85,0.03,10770,0.02,R1_Ribp_UVp
5211,0.17,0.25,0.08,99.5,20539,0.05,0.14,0.18,0.09,99.59,33684,0.04,0.05,0.2,0.08,99.67,27062,0.04,0.02,0.17,0.08,99.73,16814,0.03,0.08,0.15,0.05,99.71,19285,0.03,0.09,0.2,0.1,99.61,23363,0.04,0.14,0.2,0.09,99.57,20827,0.05,0.06,0.14,0.04,99.76,21986,0.03,0.11,0.14,0.05,99.7,21836,0.03,0.06,0.11,0.03,99.81,10389,0.02,R1_Ribp_UVp
5212,0.06,0.22,0.07,99.65,20050,0.04,0.08,0.11,0.07,99.74,32870,0.03,0.08,0.11,0.05,99.75,26478,0.03,0.04,0.16,0.02,99.78,16434,0.02,0.02,0.11,0.05,99.82,18837,0.02,0.07,0.07,0.04,99.81,22910,0.02,0.08,0.12,0.05,99.74,20336,0.03,0.03,0.05,0.02,99.91,21576,0.01,0.09,0.2,0.08,99.63,21349,0.04,0.01,0.09,0.03,99.87,10227,0.02,R1_Ribp_UVp
5213,99.67,0.07,0.2,0.06,19494,0.04,99.83,0.05,0.09,0.03,31953,0.02,99.81,0.03,0.11,0.05,25857,0.02,99.82,0.01,0.15,0.03,15978,0.02,99.86,0.03,0.06,0.04,18370,0.02,99.75,0.04,0.16,0.05,22375,0.03,99.77,0.04,0.17,0.02,19810,0.03,99.85,0.03,0.08,0.04,20988,0.02,99.79,0.04,0.13,0.04,20802,0.02,99.9,0.02,0.06,0.02,10037,0.01,R1_Ribp_UVp
5214,99.63,0.04,0.28,0.06,19011,0.04,99.75,0.04,0.16,0.04,31203,0.03,99.69,0.04,0.22,0.06,25298,0.03,99.74,0.03,0.2,0.03,15610,0.03,99.74,0.06,0.16,0.04,17989,0.03,99.74,0.05,0.15,0.06,21895,0.03,99.7,0.03,0.22,0.05,19354,0.03,99.8,0.03,0.17,0.01,20532,0.02,99.69,0.06,0.18,0.07,20337,0.03,99.9,0.03,0.06,0.01,9867,0.01,R1_Ribp_UVp
5215,0.1,99.44,0.06,0.4,18624,0.06,0.07,99.81,0.06,0.07,30482,0.02,0.09,99.77,0.06,0.08,24837,0.03,0.07,99.81,0.01,0.11,15312,0.02,0.08,99.8,0.04,0.09,17581,0.02,0.2,99.72,0.03,0.05,21435,0.03,0.12,99.68,0.06,0.14,18888,0.04,0.03,99.91,0.01,0.04,20067,0.01,0.09,99.81,0.02,0.09,19898,0.02,0.06,99.85,0.06,0.03,9695,0.02,R1_Ribp_UVp
5216,0.17,0.25,0.08,99.5,18219,0.05,0.12,0.18,0.07,99.63,29765,0.04,0.11,0.2,0.07,99.63,24341,0.04,0.06,0.15,0.04,99.75,14953,0.03,0.06,0.19,0.08,99.67,17240,0.04,0.15,0.18,0.1,99.57,20990,0.05,0.15,0.24,0.08,99.54,18504,0.05,0.05,0.1,0.03,99.82,19553,0.02,0.16,0.18,0.1,99.55,19524,0.05,0.04,0.16,0.01,99.79,9534,0.02,R1_Ribp_UVp
5217,0.09,99.69,0.07,0.15,17738,0.03,0.14,99.74,0.05,0.07,28974,0.03,0.11,99.72,0.06,0.11,23788,0.03,0.08,99.81,0.01,0.1,14584,0.02,0.21,99.71,0.03,0.05,16882,0.03,0.14,99.79,0.03,0.04,20487,0.02,0.11,99.76,0.04,0.09,18038,0.03,0.05,99.94,0.01,0.01,19040,0.01,0.13,99.74,0.04,0.09,19118,0.03,0.07,99.81,0.02,0.1,9347,0.02,R1_Ribp_UVp
5218,0.09,0.22,0.06,99.63,17432,0.04,0.06,0.12,0.07,99.75,28439,0.03,0.11,0.12,0.03,99.74,23453,0.03,0.04,0.15,0.01,99.8,14277,0.02,0.07,0.13,0.04,99.76,16589,0.03,0.1,0.13,0.08,99.69,20202,0.03,0.07,0.11,0.05,99.77,17675,0.03,0.01,0.14,0.02,99.83,18693,0.02,0.09,0.19,0.07,99.65,18854,0.04,0.04,0.1,0.02,99.84,9231,0.02,R1_Ribp_UVp
5219,99.75,0.03,0.18,0.04,16933,0.03,99.76,0.04,0.14,0.05,27622,0.03,99.78,0.03,0.14,0.05,22857,0.03,99.81,0.02,0.14,0.04,13904,0.02,99.84,0.02,0.1,0.04,16222,0.02,99.78,0.03,0.12,0.08,19713,0.03,99.76,0.04,0.17,0.03,17232,0.03,99.9,0.01,0.08,0.02,18200,0.01,99.77,0.03,0.15,0.05,18318,0.03,99.87,0.01,0.1,0.02,9007,0.02,R1_Ribp_UVp
5220,0.14,99.57,0.05,0.25,16576,0.05,0.06,99.8,0.05,0.08,27096,0.02,0.12,99.72,0.05,0.11,22476,0.03,0.07,99.89,0.01,0.03,13598,0.01,0.13,99.72,0.05,0.09,15924,0.03,0.1,99.77,0.06,0.07,19354,0.03,0.1,99.73,0.06,0.11,16883,0.03,0.03,99.92,0.02,0.03,17861,0.01,0.12,99.76,0.06,0.07,17985,0.03,0.06,99.94,0,0,8848,0.01,R1_Ribp_UVp
5221,0.12,99.59,0.04,0.24,16230,0.04,0.11,99.74,0.05,0.09,26582,0.03,0.13,99.69,0.05,0.13,22066,0.04,0.04,99.84,0.02,0.1,13357,0.02,0.19,99.63,0.05,0.13,15611,0.04,0.15,99.68,0.04,0.14,19016,0.04,0.18,99.68,0.05,0.1,16565,0.04,0.03,99.93,0.01,0.03,17513,0.01,0.15,99.72,0.05,0.08,17699,0.03,0.07,99.86,0,0.07,8689,0.02,R1_Ribp_UVp
5222,0.14,98.79,0.06,1.01,15905,0.1,0.13,99.71,0.06,0.1,26062,0.03,0.11,99.76,0.05,0.09,21754,0.03,0.07,99.85,0.04,0.04,13059,0.02,0.12,99.74,0.06,0.08,15417,0.03,0.13,99.78,0.03,0.07,18710,0.03,0.14,99.74,0.06,0.07,16333,0.03,0.07,99.84,0.02,0.08,17238,0.02,0.12,99.77,0.03,0.09,17474,0.03,0.1,99.86,0.01,0.02,8579,0.02,R1_Ribp_UVp
5223,0.08,0.15,0.04,99.72,15565,0.03,0.09,0.13,0.08,99.7,25534,0.03,0.08,0.15,0.04,99.73,21314,0.03,0.02,0.24,0,99.73,12750,0.03,0.11,0.17,0.1,99.63,15122,0.04,0.09,0.12,0.07,99.72,18371,0.03,0.08,0.18,0.04,99.71,15984,0.03,0.04,0.15,0.03,99.78,16860,0.03,0.1,0.11,0.09,99.69,17181,0.04,0.08,0.12,0,99.8,8430,0.02,R1_Ribp_UVp
5224,99.58,0.05,0.34,0.03,15187,0.04,99.75,0.05,0.16,0.04,24886,0.03,99.85,0.01,0.11,0.03,20920,0.02,99.94,0,0.04,0.02,12404,0.01,99.84,0.04,0.09,0.03,14850,0.02,99.78,0.03,0.13,0.07,17955,0.03,99.76,0.03,0.16,0.04,15613,0.03,99.85,0.01,0.1,0.03,16509,0.02,99.8,0.04,0.13,0.02,16815,0.02,99.79,0,0.15,0.06,8275,0.02,R1_Ribp_UVp
5225,0.05,99.84,0.05,0.07,14738,0.02,0.07,99.81,0.04,0.08,24246,0.02,0.1,99.8,0.02,0.08,20465,0.02,0.05,99.82,0.02,0.12,12089,0.02,0.1,99.8,0.03,0.06,14531,0.02,0.1,99.77,0.04,0.09,17495,0.03,0.1,99.78,0.04,0.09,15218,0.03,0.04,99.92,0,0.04,16115,0.01,0.08,99.78,0.04,0.1,16533,0.03,0.02,99.95,0,0.02,8138,0.01,R1_Ribp_UVp
5226,99.6,0.04,0.29,0.07,14431,0.04,99.79,0.03,0.12,0.05,23742,0.02,99.73,0.04,0.16,0.07,20172,0.03,99.81,0.02,0.16,0.01,11794,0.02,99.76,0.02,0.15,0.07,14391,0.03,99.79,0.06,0.12,0.03,17255,0.03,99.7,0.02,0.23,0.05,14931,0.03,99.89,0.01,0.09,0.01,15783,0.01,99.79,0.04,0.13,0.04,16437,0.02,99.88,0,0.09,0.04,8093,0.01,R1_Ribp_UVp
5227,1.27,0.01,98.66,0.06,14048,0.11,0.11,0.02,99.82,0.05,23126,0.02,0.14,0.03,99.76,0.07,19720,0.03,0.1,0.02,99.86,0.03,11479,0.02,0.11,0.01,99.83,0.04,14066,0.02,0.13,0.07,99.75,0.06,16870,0.03,0.1,0.05,99.76,0.09,14563,0.03,0.06,0,99.9,0.04,15411,0.01,0.1,0.06,99.81,0.04,16119,0.02,0.09,0,99.89,0.03,7948,0.01,R1_Ribp_UVp
5228,99.75,0.03,0.18,0.04,13739,0.03,99.74,0.06,0.16,0.04,22595,0.03,99.73,0.06,0.17,0.04,19317,0.03,99.75,0,0.22,0.03,11164,0.03,99.86,0.02,0.09,0.02,13801,0.02,99.75,0.07,0.13,0.05,16501,0.03,99.69,0.06,0.21,0.04,14210,0.03,99.89,0,0.09,0.03,15062,0.01,99.8,0.05,0.11,0.03,15842,0.02,99.86,0,0.1,0.04,7829,0.02,R1_Ribp_UVp
